,doc_id,agreement_id,sentence_number,entity_type,entity_named,entity_affiliated_org,entity_affiliated_org_abr,NER
1095,22.0,1580,18.0,ORG,Pa-O National Liberation Organisation (PNLO),Pa-O National Liberation Organisation (PNLO),PNLO,SpaCy
1099,23.0,1581,0.0,ORG,Kachin Independence Organisation (KIO),Kachin Independence Organisation (KIO),KIO,SpaCy
1103,23.0,1581,0.0,ORG,Kachin Independence Organisation (KIO),Kachin Independence Organisation (KIO),KIO,SpaCy
1106,23.0,1581,5.0,ORG,Kachin Independence Organisation (KIO),Kachin Independence Organisation (KIO),KIO,SpaCy
1121,24.0,1582,19.0,ORG,United Nations,United Nations,UN,SpaCy
1145,26.0,1603,0.0,ORG,Shan State Progress Party (SSPP)/Shan State Army (SSA),Shan State Progress Party (SSPP)/Shan State Army (SSA),SSPP/SSA,SpaCy
1146,26.0,1603,1.0,ORG,United Nations Office on Drugs and Crime (UNODC),United Nations Office on Drugs and Crime (UNODC),UNODC,SpaCy
1149,26.0,1603,2.0,ORG,United Nations Office on Drugs and Crime (UNODC),United Nations Office on Drugs and Crime (UNODC),UNODC,SpaCy
1150,26.0,1603,5.0,ORG,United Nations Office on Drugs and Crime (UNODC),United Nations Office on Drugs and Crime (UNODC),UNODC,SpaCy
1151,26.0,1603,6.0,ORG,United Nations Office on Drugs and Crime (UNODC),United Nations Office on Drugs and Crime (UNODC),UNODC,SpaCy
1153,26.0,1603,8.0,ORG,Shan State Progress Party (SSPP)/Shan State Army (SSA),Shan State Progress Party (SSPP)/Shan State Army (SSA),SSPP/SSA,SpaCy
1155,26.0,1603,9.0,ORG,United Nations Office on Drugs and Crime (UNODC),United Nations Office on Drugs and Crime (UNODC),UNODC,SpaCy
1158,26.0,1603,9.0,ORG,United Nations Office on Drugs and Crime (UNODC),United Nations Office on Drugs and Crime (UNODC),UNODC,SpaCy
1171,27.0,1841,55.0,ORG,Arakan Army,Arakan Army,AA,SpaCy
1174,27.0,1841,57.0,ORG,Arakan Army,Arakan Army,AA,SpaCy
1177,27.0,1841,59.0,ORG,Karen National Union (KNU)/Karen National Liberation Army (KNLA),Karen National Union (KNU)/Karen National Liberation Army (KNLA),KNU/KNLA,SpaCy
1179,27.0,1841,62.0,ORG,Karen National Union (KNU)/Karen National Liberation Army (KNLA),Karen National Union (KNU)/Karen National Liberation Army (KNLA),KNU/KNLA,SpaCy
1180,27.0,1841,62.0,ORG,Karen National Union (KNU)/Karen National Liberation Army (KNLA),Karen National Union (KNU)/Karen National Liberation Army (KNLA),KNU/KNLA,SpaCy
1182,27.0,1841,64.0,ORG,Lahu Democratic Union,Lahu Democratic Union,LDU,SpaCy
1188,28.0,2369,3.0,ORG,Union Level Joint Ceasefire Monitoring Committee (JMC-U),Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U,SpaCy
1189,28.0,2369,3.0,ORG,Union Peace Dialogue Joint Committee (UPDJC),Union Peace Dialogue Joint Committee (UPDJC),UPDJC,SpaCy
1194,28.0,2369,8.0,ORG,Government of the Republic of the Union of Myanmar,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy
1196,28.0,2369,9.0,ORG,Hluttaw,Hluttaw,Hluttaw,SpaCy
1197,28.0,2369,10.0,ORG,Tatmadaw,Tatmadaw,Tatmadaw,SpaCy
1199,28.0,2369,11.0,ORG,Ethnic Armed Organizations (EAO),Ethnic Armed Organizations (EAO),EAO,SpaCy
1203,28.0,2369,12.0,ORG,Government of the Republic of the Union of Myanmar,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy
1204,28.0,2369,12.0,ORG,Ethnic Armed Organizations (EAO),Political Parties Group,,SpaCy
1213,28.0,2369,27.0,ORG,Union Peace Dialogue Joint Committee (UPDJC),Union Peace Dialogue Joint Committee (UPDJC),UPDJC,SpaCy
1214,28.0,2369,27.0,ORG,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC,SpaCy
1217,28.0,2369,35.0,ORG,Hluttaw,Hluttaw,Hluttaw,SpaCy
1218,28.0,2369,35.0,ORG,Tatmadaw,Tatmadaw,Tatmadaw,SpaCy
1225,28.0,2369,41.0,ORG,Union Peace Dialogue Joint Committee (UPDJC),Union Peace Dialogue Joint Committee (UPDJC),UPDJC,SpaCy
1226,28.0,2369,43.0,ORG,Union Peace Dialogue Joint Committee (UPDJC),Union Peace Dialogue Joint Committee (UPDJC),UPDJC,SpaCy
1245,30.0,770,0.0,ORG,Shan State Progress Party (SSPP)/Shan State Army (SSA),Shan State Progress Party (SSPP)/Shan State Army (SSA),SSPP/SSA,SpaCy
1258,31.0,771,0.0,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy
1270,31.0,771,0.0,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy
1274,31.0,771,0.0,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy
1276,31.0,771,1.0,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy
1277,31.0,771,2.0,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy
1278,31.0,771,2.0,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy
1279,31.0,771,3.0,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy
1280,31.0,771,3.0,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy
1286,31.0,771,5.0,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy
1296,31.0,771,7.0,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy
1297,31.0,771,7.0,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy
1298,31.0,771,7.0,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy
1299,31.0,771,8.0,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy
1300,31.0,771,8.0,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy
1301,31.0,771,8.0,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy
1302,31.0,771,10.0,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy
1303,31.0,771,10.0,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy
1304,31.0,771,10.0,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy
1305,31.0,771,10.0,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy
1306,31.0,771,11.0,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy
1307,31.0,771,11.0,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy
1310,31.0,771,13.0,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy
1311,31.0,771,13.0,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy
1312,31.0,771,13.0,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy
1316,31.0,771,14.0,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy
1317,31.0,771,14.0,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy
1318,31.0,771,14.0,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy
1319,31.0,771,14.0,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy
1321,31.0,771,15.0,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy
1322,31.0,771,15.0,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy
1324,31.0,771,16.0,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy
1325,31.0,771,16.0,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy
1332,32.0,773,0.0,ORG,Shan State Progress Party (SSPP)/Shan State Army (SSA),Shan State Progress Party (SSPP)/Shan State Army (SSA),SSPP/SSA,SpaCy
1333,32.0,773,0.0,ORG,Shan State Progress Party (SSPP)/Shan State Army (SSA),Shan State Progress Party (SSPP)/Shan State Army (SSA),SSPP/SSA,SpaCy
1334,32.0,773,0.0,ORG,Shan State Progress Party (SSPP)/Shan State Army (SSA),Shan State Progress Party (SSPP)/Shan State Army (SSA),SSPP/SSA,SpaCy
1338,32.0,773,2.0,ORG,Shan State Progress Party (SSPP)/Shan State Army (SSA),Shan State Progress Party (SSPP)/Shan State Army (SSA),SSPP/SSA,SpaCy
1340,33.0,774,0.0,ORG,New Mon State Party (NMSP),New Mon State Party (NMSP),NMSP,SpaCy
1341,33.0,774,0.0,ORG,New Mon State Party (NMSP),New Mon State Party (NMSP),NMSP,SpaCy
1344,34.0,775,0.0,ORG,Karen National Union (KNU)/Karen National Liberation Army (KNLA),Karen National Union (KNU)/Karen National Liberation Army (KNLA),KNU/KNLA,SpaCy
1345,34.0,775,0.0,ORG,Karen National Union (KNU)/Karen National Liberation Army (KNLA),Karen National Union (KNU)/Karen National Liberation Army (KNLA),KNU/KNLA,SpaCy
1346,34.0,775,0.0,ORG,Tatmadaw,Tatmadaw,Tatmadaw,SpaCy
1347,34.0,775,0.0,ORG,Karen National Union (KNU)/Karen National Liberation Army (KNLA),Karen National Union (KNU)/Karen National Liberation Army (KNLA),KNU/KNLA,SpaCy
1348,34.0,775,1.0,ORG,Karen National Union (KNU)/Karen National Liberation Army (KNLA),Karen National Union (KNU)/Karen National Liberation Army (KNLA),KNU/KNLA,SpaCy
1349,34.0,775,1.0,ORG,Karen National Union (KNU)/Karen National Liberation Army (KNLA),Karen National Union (KNU)/Karen National Liberation Army (KNLA),KNU/KNLA,SpaCy
1356,34.0,775,5.0,ORG,Karen National Union (KNU)/Karen National Liberation Army (KNLA),Karen National Union (KNU)/Karen National Liberation Army (KNLA),KNU/KNLA,SpaCy
1357,34.0,775,5.0,ORG,Karen National Union (KNU)/Karen National Liberation Army (KNLA),Karen National Union (KNU)/Karen National Liberation Army (KNLA),KNU/KNLA,SpaCy
1359,34.0,775,7.0,ORG,Karen National Union (KNU)/Karen National Liberation Army (KNLA),Karen National Union (KNU)/Karen National Liberation Army (KNLA),KNU/KNLA,SpaCy
1360,34.0,775,7.0,ORG,Karen National Union (KNU)/Karen National Liberation Army (KNLA),Karen National Union (KNU)/Karen National Liberation Army (KNLA),KNU/KNLA,SpaCy
1362,35.0,776,0.0,ORG,Rakhine State Liberation Party (RSLP),Rakhine State Liberation Party (RSLP),RSLP,SpaCy
1364,35.0,776,0.0,ORG,Tatmadaw,Tatmadaw,Tatmadaw,SpaCy
1365,35.0,776,0.0,ORG,Rakhine State Liberation Party (RSLP),Rakhine State Liberation Party (RSLP),RSLP,SpaCy
1366,35.0,776,1.0,ORG,Rakhine State Liberation Party (RSLP),Rakhine State Liberation Party (RSLP),RSLP,SpaCy
1368,35.0,776,2.0,ORG,Rakhine State Liberation Party (RSLP),Rakhine State Liberation Party (RSLP),RSLP,SpaCy
1370,35.0,776,3.0,ORG,Government of the Republic of the Union of Myanmar,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy
1371,35.0,776,3.0,ORG,Rakhine State Liberation Party (RSLP),Rakhine State Liberation Party (RSLP),RSLP,SpaCy
1375,35.0,776,5.0,ORG,Rakhine State Liberation Party (RSLP),Rakhine State Liberation Party (RSLP),RSLP,SpaCy
35,0.0,1321,5.0,PERSON,General Aung San,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy
418,4.0,1544,65.0,PERSON,Lt. Gen. Ya Pyit,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy
419,4.0,1544,67.0,PERSON,U Khin Maung Soe,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy
420,4.0,1544,69.0,PERSON,Lt. Gen. Ye Aung,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy
421,4.0,1544,71.0,PERSON,Maj. Gen. Tun Tun Naung,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy
422,4.0,1544,74.0,PERSON,Maj. Gen. Aung Kyaw Zaw,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy
424,4.0,1544,79.0,PERSON,U Myint Soe,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy
428,4.0,1544,85.0,PERSON,Dr. Min Zaw Oo,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy
430,4.0,1544,87.0,PERSON,Maj. Gen. Saw Isaac Poe,KNU,KNU/KNLA,SpaCy
433,4.0,1544,89.0,PERSON,Maj. Gen. Saw Nay Soe Mya,KNU,KNU/KNLA,SpaCy
435,4.0,1544,90.0,PERSON,Dr. Shwe Kah,CNF,CNF,SpaCy
437,4.0,1544,92.0,PERSON,Col. Saw Kyaw Than Htay, Saw Kyaw Htay,,SpaCy
439,4.0,1544,95.0,PERSON,Lt. Col. Khun Aung Mang,PNLO,PNLO,SpaCy
440,4.0,1544,96.0,PERSON,Salai Yaw Aung,ABSDF,ABSDF,SpaCy
441,4.0,1544,100.0,PERSON,Col. Hsaung Han,RCSS,RCSS,SpaCy
442,4.0,1544,102.0,PERSON,Sai Liang,RCSS,RCSS,SpaCy
689,7.0,1550,1.0,PERSON,U Aung Min,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy
823,9.0,1552,1.0,PERSON,Col. Aung Lwin,Karen State Government,,SpaCy
824,9.0,1552,1.0,PERSON,U Saw Mu Shay,DKBA-5,DKBA-5,SpaCy
833,9.0,1552,6.0,PERSON,Maj. Gen Saw Lar Pwe,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy
837,10.0,1553,0.0,PERSON,U Aung Min,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy
844,11.0,1555,0.0,PERSON,U Aung Thaung,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy
845,11.0,1555,0.0,PERSON,U Thein Zaw,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy
846,11.0,1555,0.0,PERSON,U Win Tun,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy
869,12.0,1557,0.0,PERSON,U Aung Min,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy
875,12.0,1557,0.0,PERSON,U Win Tun,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy
877,12.0,1557,0.0,PERSON,U Ohn Myint,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy
895,12.0,1557,1.0,PERSON,U Win Tun,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy
897,12.0,1557,1.0,PERSON,U Ohn Myint,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy
904,12.0,1557,26.0,PERSON,U Aung Min,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy
964,17.0,1562,1.0,PERSON,U Aung Thaung,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy
966,17.0,1562,1.0,PERSON,U Thein Zaw,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy
967,17.0,1562,1.0,PERSON,U Ohn Myint,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy
968,17.0,1562,1.0,PERSON,U Win Tun,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy
970,17.0,1562,1.0,PERSON,U Sao Aung Myat,Shan State Government,,SpaCy
972,17.0,1562,1.0,PERSON,U Maung Maung Thein,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy
973,17.0,1562,1.0,PERSON,Maj-Gen Aung Kyaw Zaw,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy
974,17.0,1562,1.0,PERSON,Maj-Gen Mya Tun Oo,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy
975,17.0,1562,1.0,PERSON,Maj-Gen Zaw Win,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy
976,17.0,1562,1.0,PERSON,U Soe Tint, U Soe Tint,,SpaCy
977,17.0,1562,1.0,PERSON,Col Aung Thu.,Shan State Government,,SpaCy
981,17.0,1562,2.0,PERSON,General Sao Khay Tai,SSPP/SSA,SSPP/SSA,SpaCy
982,17.0,1562,2.0,PERSON,Sao Khin Min,SSPP/SSA,SSPP/SSA,SpaCy
983,17.0,1562,2.0,PERSON,Sao Khun Hsai,SSPP/SSA,SSPP/SSA,SpaCy
984,17.0,1562,2.0,PERSON,Sao Khay Maung,SSPP/SSA,SSPP/SSA,SpaCy
985,17.0,1562,2.0,PERSON,Sao Kyaw Hla,SSPP/SSA,SSPP/SSA,SpaCy
986,17.0,1562,2.0,PERSON,Sao Htin Mein,SSPP/SSA,SSPP/SSA,SpaCy
987,17.0,1562,2.0,PERSON,Sao Laung Khay,SSPP/SSA,SSPP/SSA,SpaCy
990,17.0,1562,4.0,PERSON,Col Aung Thu.,Shan State Government,,SpaCy
995,17.0,1562,4.0,PERSON,Maj-Gen Mya Tun Oo,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy
999,17.0,1562,4.0,PERSON,Sao Khay Maung,SSPP/SSA,SSPP/SSA,SpaCy
1001,17.0,1562,4.0,PERSON,Sao Htin Mein,SSPP/SSA,SSPP/SSA,SpaCy
1009,17.0,1562,12.0,PERSON,U Aung Thaung,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy
1012,17.0,1562,12.0,PERSON,General Sao Khay Tai,SSPP/SSA,SSPP/SSA,SpaCy
1018,17.0,1562,19.0,PERSON,U Aung Thaung,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy
1019,17.0,1562,19.0,PERSON,U Thein Zaw,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy
1022,17.0,1562,19.0,PERSON,General Sao Khay Tai,SSPP/SSA,SSPP/SSA,SpaCy
1023,17.0,1562,19.0,PERSON,Sao Khun Hsai,SSPP/SSA,SSPP/SSA,SpaCy
1026,18.0,1563,0.0,PERSON,U Aung Thaung,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy
1039,19.0,1564,1.0,PERSON,U Aung Min,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy
1042,19.0,1564,1.0,PERSON,General Secretary Naw Zipporah Sein,KNU,KNU/KNLA,SpaCy
1050,20.0,1578,0.0,PERSON,U Aung Thaung,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy
1052,20.0,1578,0.0,PERSON,U Saw Lah Pwe,DKBA-5,DKBA-5,SpaCy
1096,22.0,1580,18.0,PERSON,U Khun Okkar,PNLO,PNLO,SpaCy
1097,22.0,1580,18.0,PERSON,U Khun Myint Htun, U Khun Myint Htun,,SpaCy
1098,22.0,1580,18.0,PERSON,U Khin Mg Soe,UPWC,UPWC,SpaCy
1170,27.0,1841,55.0,PERSON,U Twan Zaw,Arakan National Council,,SpaCy
1172,27.0,1841,56.0,PERSON,U Tun Mrat Naing,Arakan Army,AA,SpaCy
1173,27.0,1841,57.0,PERSON,Pu Zin Cun,CNF,CNF,SpaCy
1175,27.0,1841,58.0,PERSON,Gen. Saw Mo Shay,DKBA,DKBA,SpaCy
1176,27.0,1841,59.0,PERSON,Koon Abel Tweed,KNPP,KNPP,SpaCy
1178,27.0,1841,62.0,PERSON,Col. Saw Kyaw Dah,KNU,KNU/KNLA,SpaCy
1181,27.0,1841,63.0,PERSON,Kya Khunsa,Lahu Democratic Union,LDU,SpaCy
1193,28.0,2369,8.0,PERSON,Dr. Tin Myo Win,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy
1195,28.0,2369,9.0,PERSON,Dr. May Win Myint,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy
1200,28.0,2369,12.0,PERSON,U Thu Wai,Political Parties Group,,SpaCy
1202,28.0,2369,12.0,PERSON,U Kyaw Win,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy
1267,31.0,771,0.0,PERSON,U Aung Min,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy
1268,31.0,771,0.0,PERSON,U Thein Sein,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy
1269,31.0,771,0.0,PERSON,Pu Zing Cung,CNF,CNF,SpaCy
1272,31.0,771,0.0,PERSON,Dr. Sui Khar,CNF,CNF,SpaCy
1327,31.0,771,16.0,PERSON,U Aung Min,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy
1329,31.0,771,16.0,PERSON,U Win Htun,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy
1330,31.0,771,16.0,PERSON,U Hung Ngai,Chin State Government,,SpaCy
1374,35.0,776,4.0,PERSON,Htein Lin,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy
0,,1544,,PERSON,Maj. Gen. Min Naung,,Gov. of Myanmar,manual
1,,1544,,PERSON,Lt. Col Khine Myo Chit,,ALP,manual
2,,1544,,PERSON,Padoh Saw Ta Doh Moo,,KNU,manual
3,,1550,,PERSON,Khu Oo Re,,KNPP,manual
4,,1562,,PERSON,U Tun Tun Oo,,Gov. of Myanmar,manual
5,,1562,,PERSON,Lt-Col Zaw Naing Oo,,Gov. of Myanmar,manual
6,,1562,,PERSON,Sao Hsay Pein Pha,,SSPP,manual
7,,1580,,PERSON,U Aung Min,,UPWC,manual
8,,1841,,PERSON,Khaing Thuka,,Arakan Liberation Party,manual
9,,1841,,PERSON,Saw Mutu Say Po,,KNU/KNLA,manual
10,,1841,,PERSON,Hpon Da Shwin,,Myanmar National Democratic Alliance Army,manual
11,,2369,,PERSON,Lt-Gen Tin Maug Win,,Tatmadaw,manual
12,,2369,,PERSON,Lian Hmung Sakhong,,EAO,manual
13,,2369,,PERSON,U Htone Phoo Dagon,,Ethnic Representative Government Group,manual
14,,2369,,PERSON,Kya Sha Mwe,,EAO,manual
15,,2369,,PERSON,Daw Khin Ma Ma Myo,,EAO,manual
16,,2369,,PERSON,Nang Aye Aye Thwe,,Political Parties Group,manual
